freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,key,scale,key_strength
729455,729455_f0,../data/raw/729455_4508519-hq.ogg,0,8192,0.0032473667524755,-704.68134,113.4395,-65.28601,66.50251,39.557796,24.837864,9.295612,-14.190033,-23.776194,-14.403461,-27.286503,-10.121098,25.587143,D,minor,0.6889421343803406
729455,729455_f1,../data/raw/729455_4508519-hq.ogg,8192,16384,0.001463642343878746,-753.0858,112.39029,-54.221245,26.110188,32.68466,19.597227,-15.876232,1.053978,-32.958267,-18.986176,-0.2180481,-1.7979279,-1.0071335,G,minor,0.82179856300354
729455,729455_f2,../data/raw/729455_4508519-hq.ogg,16384,24576,0.002545367693528533,-720.3937,104.74945,-61.996025,8.408897,-2.4903908,-8.413731,-17.138453,4.638542,-20.580395,-2.8645096,-21.260313,-6.1069374,29.082233,D,minor,0.8326180577278137
729455,729455_f3,../data/raw/729455_4508519-hq.ogg,24576,32768,0.005281049758195877,-679.2441,107.97304,-37.173454,8.049618,-35.213776,-31.53783,-33.275185,-0.100543976,-8.251238,-9.329491,-17.279022,1.8975506,9.122488,G,minor,0.8961491584777832
729455,729455_f4,../data/raw/729455_4508519-hq.ogg,32768,40960,0.003564751474186778,-672.2319,105.271835,7.4194603,18.165518,-28.854458,-3.916912,-20.04881,-0.61585236,-30.857676,-7.267727,-18.205582,-9.452154,14.265247,D,minor,0.6981182098388672
729455,729455_f5,../data/raw/729455_4508519-hq.ogg,40960,49152,0.0038001546636223793,-646.3245,118.70257,-20.312864,18.576916,-17.777699,3.5319672,-15.662582,-1.2168312,-19.426752,-5.6332664,-19.762585,-8.556868,6.8270187,D,minor,0.705284833908081
729455,729455_f6,../data/raw/729455_4508519-hq.ogg,49152,57344,0.0018303379183635116,-699.3001,123.46297,-43.98686,32.845562,18.522293,13.668993,-25.878017,10.89966,-9.914913,-20.74236,-7.006901,-1.7913857,6.3775024,Bb,major,0.7134258151054382
729455,729455_f7,../data/raw/729455_4508519-hq.ogg,57344,65536,0.001924133743159473,-709.4989,68.72139,-34.60368,11.165588,-11.212118,-17.174294,-47.484455,-19.254055,-14.580086,26.878262,-14.398611,-24.502146,6.882065,G,minor,0.7139341235160828
729455,729455_f8,../data/raw/729455_4508519-hq.ogg,65536,73728,0.0008662211475893855,-788.2777,15.415508,3.14003,25.903425,-34.621284,-33.18972,-52.00134,-26.200695,-1.4750061,14.501307,-23.774189,-12.446966,17.704517,Bb,major,0.6505868434906006
729455,729455_f9,../data/raw/729455_4508519-hq.ogg,73728,81920,0.0016707141185179353,-686.9594,91.7785,-15.121342,1.3508987,-30.712372,8.555336,-28.320257,-4.608284,-9.908249,-0.9946251,-17.518044,-13.740398,-2.913374,G,minor,0.7542797327041626
729455,729455_f10,../data/raw/729455_4508519-hq.ogg,81920,90112,0.00373095297254622,-679.32745,135.76897,-32.996895,18.19698,4.771557,4.05612,-32.94432,5.8207626,-10.7120495,13.912056,7.1282463,-28.163397,-9.991274,G,minor,0.8580372929573059
729455,729455_f11,../data/raw/729455_4508519-hq.ogg,90112,98304,0.0037370407953858376,-691.4875,179.11833,-35.31172,24.808784,-2.9414635,-10.021122,-13.195599,3.923336,-19.089478,9.149498,-15.811451,-18.77969,24.678852,G,minor,0.7882495522499084
729455,729455_f12,../data/raw/729455_4508519-hq.ogg,98304,106496,0.0034875257406383753,-677.2597,120.286896,-40.982742,2.7741013,-14.34918,3.6355057,-30.269522,13.173943,-3.3231773,9.607594,-5.9745636,-5.231102,6.977215,D,minor,0.8393892049789429
729455,729455_f13,../data/raw/729455_4508519-hq.ogg,106496,114688,0.0038065698463469744,-654.75574,133.69139,-44.378517,25.099195,1.3421936,-7.6955185,-25.840317,1.2753677,4.931858,10.629009,3.3944702,-15.855755,8.0211735,D,minor,0.7768396735191345
729455,729455_f14,../data/raw/729455_4508519-hq.ogg,114688,122880,0.0025432694237679243,-682.1408,138.45093,-26.63787,39.0158,3.7260017,-14.922253,-15.18535,4.278593,-15.777645,10.143549,-13.646206,-5.1752586,15.601767,G,minor,0.7368283271789551
729455,729455_f15,../data/raw/729455_4508519-hq.ogg,122880,131072,0.0024117808789014816,-706.37067,116.6984,-15.143562,40.636677,-6.191784,-8.779404,-27.183784,-3.1973114,-23.072123,7.281294,-11.4419365,5.216053,26.458542,G,minor,0.7037391662597656
729455,729455_f16,../data/raw/729455_4508519-hq.ogg,131072,139264,0.0011156568070873618,-748.8984,94.752975,13.493664,43.56153,-3.5802402,-6.9806595,-15.996056,-4.078148,-26.658281,2.8325043,-4.2971687,-5.652832,19.258583,D,minor,0.6669349074363708
729455,729455_f17,../data/raw/729455_4508519-hq.ogg,139264,147456,0.002178505063056946,-723.219,92.746414,15.395134,30.126734,-37.132965,-22.666626,-17.632156,7.940035,-22.645607,-9.614368,-12.843136,20.198645,45.705933,D,minor,0.7431964874267578
729455,729455_f18,../data/raw/729455_4508519-hq.ogg,147456,155648,0.002738429233431816,-676.41144,105.85257,-36.777363,34.12809,-17.492605,-18.120106,-43.974045,-23.422718,-18.059355,24.111544,-3.780777,-10.283531,-3.8234482,D,minor,0.7558059096336365
729455,729455_f19,../data/raw/729455_4508519-hq.ogg,155648,163840,0.0023947900626808405,-684.3088,126.95204,-15.5313835,-1.9591827,-34.701813,-11.779659,-7.6995792,21.3079,-13.207241,2.3998375,11.03867,2.3331966,-5.5059547,D,minor,0.6426865458488464
729455,729455_f20,../data/raw/729455_4508519-hq.ogg,163840,172032,0.002322592306882143,-750.69293,151.66946,2.77742,45.428806,-19.865005,-11.078487,-6.067713,-26.876743,-12.421753,24.313038,-12.629747,-8.741169,28.856552,D,minor,0.8400041460990906
729455,729455_f21,../data/raw/729455_4508519-hq.ogg,172032,180224,0.0033282367512583733,-723.0987,143.75131,-6.36771,34.756683,-0.3617134,-31.729176,-48.84909,-23.417702,-19.358046,33.516624,-15.49081,-10.339664,14.395462,G,minor,0.5912911295890808
729455,729455_f22,../data/raw/729455_4508519-hq.ogg,180224,188416,0.0025287228636443615,-722.4922,158.23007,-7.5886154,5.51849,-15.797062,-12.655571,-31.337996,-6.2424736,1.7953377,20.54706,-10.182182,-13.123253,-6.397753,G,minor,0.7643750905990601
729455,729455_f23,../data/raw/729455_4508519-hq.ogg,188416,196608,0.00240414054132998,-705.73676,127.9269,-43.56202,19.19891,17.116127,-8.476765,-42.76291,0.86825943,-9.6906185,14.917004,-0.46271515,-1.000061,-8.754545,G,minor,0.8373978734016418
729455,729455_f24,../data/raw/729455_4508519-hq.ogg,196608,204800,0.0026579059194773436,-736.89014,138.00261,-8.124863,57.34751,2.5548096,-12.875095,-50.056908,-15.402195,-13.8333645,21.31592,-13.491932,-19.066952,17.626698,D,minor,0.7170547842979431
729455,729455_f25,../data/raw/729455_4508519-hq.ogg,204800,212992,0.0010042514186352491,-784.7672,61.309505,54.313606,43.257805,-31.87908,-5.920307,-32.25232,-5.954426,-14.529814,14.014389,-9.626408,3.6933556,14.497896,G,minor,0.7987471222877502
729455,729455_f26,../data/raw/729455_4508519-hq.ogg,212992,221184,0.0005976205575279891,-807.07874,15.979599,-0.59028244,5.6017017,-48.018967,-18.48774,-36.45072,-8.728142,15.078735,38.702473,-25.750221,9.765863,24.47991,G,minor,0.5451161861419678
729455,729455_f27,../data/raw/729455_4508519-hq.ogg,221184,229376,0.0034335656091570854,-713.1311,148.23825,0.057064056,2.332325,-20.255867,-7.535969,-48.948605,-13.9610405,-17.074429,-2.800537,-5.301754,-8.531345,-5.05986,G,minor,0.8730115294456482
729455,729455_f28,../data/raw/729455_4508519-hq.ogg,229376,237568,0.0023446574341505766,-713.2538,133.08025,-62.16145,13.515175,-8.442539,-15.948292,-23.753792,-0.27692413,-19.53704,1.5052948,0.3927536,5.931671,1.2345543,G,minor,0.7847194075584412
729455,729455_f29,../data/raw/729455_4508519-hq.ogg,237568,245760,0.002291301032528281,-698.8547,136.1521,-38.023605,19.186123,0.27051163,-32.96429,-19.484156,20.631397,-17.490147,-1.0254593,-13.222294,-13.339121,4.337698,D,minor,0.769128143787384
729455,729455_f30,../data/raw/729455_4508519-hq.ogg,245760,253952,0.0018114899285137653,-724.961,127.58331,-17.116234,3.2852478,-13.268677,-0.19966507,-13.838646,-7.590275,-17.683249,-3.9494896,-1.635994,3.0025692,3.2861366,Bb,major,0.6439193487167358
729455,729455_f31,../data/raw/729455_4508519-hq.ogg,253952,262144,0.0022021348122507334,-692.0841,72.30879,-34.87594,25.38028,-3.5368614,1.6119652,-33.73073,-3.0821342,-1.659769,17.162144,-12.49526,-28.313177,1.5117664,D,minor,0.5828244686126709
729455,729455_f32,../data/raw/729455_4508519-hq.ogg,262144,270336,0.00115799973718822,-735.07086,38.731346,-8.693289,13.804626,-44.836266,-23.294983,-49.981247,-13.180698,7.291975,17.057625,-3.1811543,-1.2321854,3.5528355,D,minor,0.7029826641082764
729455,729455_f33,../data/raw/729455_4508519-hq.ogg,270336,278528,0.0017602110747247934,-714.84705,85.461,-10.073071,17.883888,-9.021694,3.1218567,-34.836517,6.4396553,4.9805183,20.548676,-11.981586,-9.871197,-7.890745,G,minor,0.7134672403335571
729455,729455_f34,../data/raw/729455_4508519-hq.ogg,278528,286720,0.0014191766967996955,-738.9463,115.362434,-17.838531,63.913475,-9.530972,-9.566399,-15.738676,2.312786,-33.14476,11.6572895,-17.088953,-10.532715,19.663956,G,minor,0.6487209796905518
729455,729455_f35,../data/raw/729455_4508519-hq.ogg,286720,294912,0.0023130762856453657,-696.11005,118.24472,-7.543667,9.503536,-27.679829,-29.170853,-21.120075,30.374544,-5.197525,11.982655,3.1735535,-4.0732994,4.5468674,G,minor,0.706572413444519
729455,729455_f36,../data/raw/729455_4508519-hq.ogg,294912,303104,0.002047938760370016,-690.8482,78.66235,-9.013147,37.251526,-20.179495,-13.931969,-27.664541,-4.4163055,6.4626293,34.44708,-8.23617,-13.714624,15.712399,G,minor,0.8818141222000122
729455,729455_f37,../data/raw/729455_4508519-hq.ogg,303104,311296,0.0010705932509154081,-757.34155,68.40669,12.852364,-0.84370804,-34.63452,-21.385891,-45.796658,3.4397297,-19.28417,-8.4350815,9.089697,16.592827,5.5380554,G,minor,0.7424168586730957
729455,729455_f38,../data/raw/729455_4508519-hq.ogg,311296,319488,0.0009506862843409181,-774.1614,-1.1404839,-20.386375,-4.008066,-49.69793,-37.668526,-29.930695,4.142557,-1.5861588,13.760084,-2.4948692,-2.5924473,2.6240253,G,minor,0.735405683517456
729455,729455_f39,../data/raw/729455_4508519-hq.ogg,319488,327680,0.00345589779317379,-663.21533,106.94217,0.04397583,8.454491,-37.402138,-6.9023056,-34.19604,-8.388662,-14.323034,-2.5404549,-4.7382545,-14.12108,-10.184492,G,minor,0.6376033425331116
729455,729455_f40,../data/raw/729455_4508519-hq.ogg,327680,335872,0.0035264133475720882,-704.1542,152.44772,-26.904442,33.42889,-30.89573,-31.447403,-29.90173,-13.335175,-14.259857,16.787916,-23.517963,-29.511028,11.218452,G,minor,0.7576541304588318
729455,729455_f41,../data/raw/729455_4508519-hq.ogg,335872,344064,0.0012389853363856673,-756.31274,137.49586,-27.724262,42.198616,-3.78854,-16.415012,12.103127,-1.033432,-19.578167,10.750799,-10.217274,-6.0351944,33.110428,Bb,major,0.6258916258811951
